cluster_id,size,split,representative
3339,1,train,C0HJM0
3340,1,train,C0HJP9
3341,1,train,C0HJW7
3342,1,train,C0HKB1
3343,43,train,A2ST53
3344,62,train,C8VP36
3345,3,train,A1C8C3
3346,348,train,A0KEL3
3347,1,train,O52691
3348,1,train,O52703
3349,3,train,O53080
3350,1,train,O53182
3351,2,train,A0A0H3M5A8
3352,2,train,A0R628
3353,21,train,A5IVH3
3354,1,train,O54003
3355,6,train,P0A1T4
3356,1,train,P15577
3357,1,train,P15583
3358,1,train,P15588
3359,1,train,P15636
3360,664,train,A0KJ55
3361,3,train,P06200
3362,1,train,P15917
3363,1,train,P15939
3364,1,train,P32789
3365,1,train,P32823
3366,1,train,P32828
3367,1,test,P32944
3368,2,test,O34607
3369,26,test,A7BHQ9
3370,12,train,O88664
3371,12,test,A2X0Q3
3372,3,train,P46697
3373,306,train,A0LG38
3374,2,train,O53361
3375,100,val,O06159
3376,1,train,Q06564
3377,26,val,F1Q8R9
3378,1,train,Q06651
3379,727,test,A0AHD1
3380,1,train,Q06FN2
3381,78,train,A0KSX7
3382,8,train,A5PJS6
3383,2,train,Q147X3
3384,338,train,A0ACX8
3385,94,train,A0Q981
3386,12,train,Q121Q4
3387,3,test,P29082
3388,1,train,Q58785
3389,4,test,O27566
3390,1,train,Q58844
3391,1031,train,A0A024SMV2
3392,294,train,A0AK82
3393,71,train,A1CTP5
3394,14,train,O00635
3395,3,train,Q5P5G2
3396,1,train,Q5P5G3
3397,2,train,Q5P5G5
3398,1,train,Q6ZNA4
3399,6,train,A0JPQ8
3400,3,train,A5YM72
3401,3,test,O60337
3402,2,test,E9QAU8
3403,4,test,Q3U2V3
3404,7,train,O76064
3405,276,train,A6MFK7
3406,2,train,Q6GNY1
3407,1,train,Q80TJ7
3408,3,val,Q80TL0
3409,3,train,Q80VJ4
3410,23,train,A8Y183
3411,5,train,A1A4L5
3412,13,train,F4J1H7
3413,6,train,D3ZTE0
3414,1,train,Q80YR4
3415,1,train,Q80ZI6
3416,3,train,Q810I2
3417,14,train,A0PNH1
3418,2,val,Q00IB6
3419,1,train,Q8SVB5
3420,437,train,A0A0H3L952
3421,1,test,Q8SVI7
3422,1,train,Q8SVN8
3423,1,train,Q8T1C6
3424,2,train,Q8T1G5
3425,1,val,Q8T2I5
3426,1,train,Q8T3G2
3427,3,val,Q3MHN7
3428,2,val,O70263
3429,1,test,Q8TC41
3430,1,train,Q8TDB6
3431,1,train,Q91V17
3432,3,train,Q7LFX5
3433,3,train,Q8CG07
3434,7,train,P03951
3435,7,train,O08785
3436,2,train,Q91YE9
3437,3,train,Q84RQ8
3438,1,train,Q9C5H5
3439,1,test,Q9C5S1
3440,1,train,Q9C5W0
3441,1,train,Q9C5W3
3442,3,train,Q9C6B9
3443,5,train,P0AAP1
3444,91,val,A0B532
3445,685,train,A0AJT1
3446,226,train,A0K921
3447,1,train,B7GPC7
3448,22,train,A0JMK5
3449,1,val,G5EE01
3450,17,train,G5EDR5
3451,1,test,G5EEU2
3452,2,train,G5EEW6
3453,1,test,G5EFD2
3454,1,train,G5EFL0
3455,1,train,G5EGK5
3456,2,train,H2K893
3457,1,train,H6LGM7
3458,1,val,H6LGM8
3459,11,train,G0S3J5
3460,29,train,O08590
3461,42,train,A1A4J1
3462,1,train,O42941
3463,1,train,O42951
3464,1,train,O43066
3465,51,val,A1ACB2
3466,2,train,O43085
3467,3,train,O43164
3468,1,val,P06529
3469,3,train,P06564
3470,10,train,B9GCH9
3471,1,train,P0CT85
3472,1,test,P0CV91
3473,1,train,P0CV92
3474,45,val,A0B555
3475,1,test,P0CY58
3476,1,train,P28617
3477,1,train,P43633
3478,1,train,P43650
3479,3,train,P23865
3480,39,train,O05949
3481,2,train,P28632
3482,320,train,A1A4Q9
3483,2,train,P9WIY2
3484,1,train,Q1MTN7
3485,1,test,Q1MTQ0
3486,1,train,Q2UDJ8
3487,2,train,P0C1B0
3488,23,val,O02298
3489,8,train,A1C7B5
3490,4,test,A1DAU0
3491,114,test,A1CA51
3492,2,train,Q5BG51
3493,1,val,Q65KJ7
3494,1,train,Q6Q152
3495,2,train,P54990
3496,2,train,Q6QJ72
3497,1,train,Q6R567
3498,1,train,Q6RUF5
3499,1,train,Q7Z9M7
3500,9,train,Q5M8L0
3501,7,train,A7SNN5
3502,1,train,Q7ZX21
3503,3,train,Q7ZZC8
3504,1,train,Q88FY1
3505,3,val,Q0SQ68
3506,1,train,Q944B6
3507,1,val,Q944I4
3508,2,train,Q8VXQ7
3509,1,train,Q94818
3510,1,train,Q94819
3511,1,train,Q949T8
3512,27,train,A5D6U8
3513,405,train,A1CFS2
3514,19,val,A0JNC1
3515,1,train,Q94A09
3516,1,train,Q94A41
3517,1,train,Q94A51
3518,1,test,Q94AA9
3519,1,val,Q94AK4
3520,1,train,Q94AY3
3521,2,train,Q97BQ0
3522,1,train,Q9HKT2
3523,2,train,Q9LM76
3524,17,train,O70172
3525,22,train,F4IJ77
3526,1,train,Q9LQ92
3527,1,train,Q9LQM2
3528,1,val,Q9LQX2
3529,5,train,Q0WQ41
3530,1,train,Q9LRB7
3531,1,train,Q9X3P3
3532,33,val,A0B8W0
3533,1,train,A6T4H1
3534,318,train,A0Q7B6
3535,3,test,B0R5N7
3536,1,train,B2MUU6
3537,1910,train,A0A067YB04
3538,1,val,B9DFV2
3539,353,train,A4FS04
3540,1,train,D3FH24
3541,1,train,D3FI09
3542,9,train,D3K0N9
3543,4,test,A4VND8
3544,6,train,O30477
3545,1,train,O30511
3546,1,train,O30549
3547,1,train,O84990
3548,1,train,O85057
3549,51,train,A0R4R3
3550,4,train,P0AFV4
3551,4,train,P08881
3552,326,train,A0R1V9
3553,1,train,P0C035
3554,1,train,P0C041
3555,1,train,P0C0C9
3556,1,train,P24475
3557,1,train,P24546
3558,1,train,P24556
3559,2,train,P24617
3560,1,train,P41392
3561,1,train,P41397
3562,2,train,P22348
3563,1,train,P41695
3564,1,train,P41754
3565,25,train,G0SCU5
3566,1,train,P41812
3567,51,train,A0JMP0
3568,13,train,O74927
3569,82,train,A1AGU7
3570,1,test,P53306
3571,1,train,P53332
3572,1,train,P53356
3573,1,train,P53397
3574,2,train,P35141
3575,1,train,P53449
3576,3,test,P65643
3577,5,train,O87694
3578,3,train,P9WGK1
3579,2,train,Q04082
3580,1,train,Q04237
3581,2,test,P85438
3582,2,train,Q04236
3583,1,train,Q04299
3584,279,train,A0AJM3
3585,1,train,Q55DK2
3586,1,train,Q55EC7
3587,511,train,A0K5J0
3588,42,train,A1A4L8
3589,2,train,Q55FT1
3590,2,train,Q55FV4
3591,1,train,Q55GJ2
3592,1,test,Q55GU0
3593,4,val,P0DMC5
3594,19,train,O31703
3595,1,train,Q56208
3596,2,train,O31287
3597,39,train,O26742
3598,7,train,P00644
3599,42,val,A1A9R3
3600,12,train,P09357
3601,69,train,A0AGV7
3602,6,train,D3WYV9
3603,3,test,A5W4E3
3604,3,train,Q498M5
3605,1,train,Q8THF6
3606,2,train,P75820
3607,1,val,Q99027
3608,2,train,P23980
3609,1,train,Q9GME3
3610,2,test,A8X0C4
3611,1,train,Q9GT24
3612,1,train,Q9GV45
3613,121,train,A0AF31
3614,2,train,Q8XIQ9
3615,25,train,A7J2C6
3616,1,train,V6CIV8
3617,54,train,A0B6E7
3618,54,train,A0B8Y7
3619,1,train,A0JMZ4
3620,12,train,A0JN69
3621,1,train,A0JNH9
3622,778,train,A0AKM3
3623,1,train,A2PU44
3624,17,train,A2PYL6
3625,72,train,A1AHH8
3626,32,train,A1AD20
3627,10,train,A8HAL1
3628,3888,train,A0AHX8
3629,11,train,B4SX34
3630,412,train,A0AK05
3631,472,train,A0AJ05
3632,1,train,L7N653
3633,1,train,M9MRI4
3634,2,train,N4WW42
3635,112,test,A4H9H8
3636,486,test,A0AG18
3637,19,train,A4FW92
3638,80,train,A1A9R2
3639,5,train,O29534
3640,1,train,O86954
3641,9,val,A0QTU8
3642,3,test,O87387
3643,114,train,A0A0G2Q9D6
3644,10,train,D7REY5
3645,83,val,A0R066
3646,4,train,P0ABS8
3647,22,train,P14180
3648,1,train,P14229
3649,7,train,P07332
3650,5,val,P0A461
3651,1,train,P14250
3652,1,train,P14299
3653,1,train,P14300
3654,1,train,P14332
3655,4,test,P09648
3656,1,train,P26909
3657,1,train,P27033
3658,2,train,P27050
3659,30,train,A8XKV0
3660,1,train,P38757
3661,1,train,P38823
3662,4,train,P38888
3663,20,train,A4GNA8
3664,1,val,P39008
3665,1,train,P39046
3666,69,train,A3DBX3
3667,12,train,A0A0S1RVB0
3668,1,train,P50187
3669,1,train,P50189
3670,1,train,P50190
3671,1,train,P50191
3672,66,train,D4ZX35
3673,4,train,P09796
3674,2,train,P59205
3675,7,train,A7XUJ6
3676,1,test,P70486
3677,4,train,O00418
3678,1,train,P70600
3679,1,train,P70685
3680,27,val,O30807
3681,2,test,P9WHW4
3682,1,train,P9WI68
3683,1,train,P9WI69
3684,5,train,A0QQK3
3685,1,val,Q0KHT7
3686,14,train,O93505
3687,2,test,A8MQ27
3688,1,train,Q18FK8
3689,139,train,A0B7F9
3690,1,train,Q19238
3691,151,train,A0KEQ0
3692,1,train,Q22XZ3
3693,1,train,Q23023
3694,1,test,Q23985
3695,1,test,Q24145
3696,2,train,Q24210
3697,1,test,Q24306
3698,2,train,P29349
3699,1,train,Q24731
3700,1,test,Q24751
3701,185,train,A0K4E0
3702,1,train,Q336R3
3703,5,train,Q10QL5
3704,1,train,Q34076
3705,1,train,Q556Y7
3706,1,train,Q556Y8
3707,67,train,A0QP90
3708,1,train,Q557E7
3709,7,train,A7RZW4
3710,86,test,A0K6D2
3711,11,train,A2XX73
3712,1,train,Q55928
3713,1,train,Q55A55
3714,1,train,Q55AX0
3715,1,train,Q55BA0
3716,12,val,O13974
3717,40,val,A2XWN6
3718,1,train,Q55CL6
3719,1,train,Q55CS7
3720,1,train,Q55CS8
3721,1,train,Q55CW2
3722,1,train,Q55CW3
3723,3934,train,A0A077EWA5
3724,30,train,C5FBW2
3725,2,train,Q5JJY4
3726,4,train,D0U690
3727,3,train,O50406
3728,1,train,Q5Z5F2
3729,26,train,O17405
3730,87,train,A0KLC8
3731,1,train,Q6CF78
3732,1,train,Q6CIT4
3733,6,train,P0AA89
3734,174,train,A0JRF5
3735,12,train,Q14B02
3736,265,val,A0KKN1
3737,43,train,A4XES9
3738,2,train,Q0J6P7
3739,2,train,Q8VYU3
3740,1,test,Q8VYU4
3741,21,train,P0A9D4
3742,12,train,F4HNU6
3743,11,train,O66954
3744,6,val,F2Z5Z6
3745,1,train,Q9FJX0
3746,1,train,Q9FK63
3747,2,val,Q8VYZ0
3748,2,train,Q9FKG5
3749,1,train,Q9FKG6
3750,50,train,A1E260
3751,1,train,Q9FL07
3752,7,train,O08586
3753,1,train,Q9FM84
3754,33,train,O23404
3755,32,train,A1RXG4
3756,284,train,A0KRH2
3757,637,test,A0B9M2
3758,1,train,A0QIR4
3759,14,val,A0QKC8
3760,1,train,A9MYH6
3761,906,train,A0AGY4
3762,1,train,B7YZV4
3763,8,train,B7ZR30
3764,14,val,A1L1V4
3765,6,train,A2XK56
3766,1,train,C4R360
3767,2,train,D4GYE1
3768,213,train,A0KLW6
3769,1,val,D5EV35
3770,2,train,D5EXZ4
3771,1,train,O25613
3772,1,train,O25683
3773,1,test,O25711
3774,132,test,A4FVV8
3775,80,train,A0E358
3776,3,train,O70445
3777,2,train,O14936
3778,45,train,A3DMF7
3779,1,val,O74191
3780,5,train,P06623
3781,1,train,P06652
3782,1,train,P06653
3783,3,train,O43012
3784,1,train,P06814
3785,2,test,P06815
3786,3,train,P07001
3787,1,val,P07094
3788,2,test,P0C0F6
3789,2,train,P0C0L2
3790,1,test,P0C0M4
3791,1,test,P0C0M8
3792,2,train,O68891
3793,7,train,P0AB67
3794,1,train,P0C196
3795,1,train,P0C198
3796,1,train,P0C1A0
3797,1,train,P0C1B1
3798,287,train,A0A4Z3
3799,12,train,F4JJE0
3800,1,train,P19842
3801,1,train,P19889
3802,12,train,D7REY4
3803,1,val,P19968
3804,1,train,P19982
3805,15,train,O03685
3806,1,train,P33558
3807,3,train,D4ZX34
3808,4,train,P0A9Q7
3809,1,val,P33973
3810,2,train,P30871
3811,64,train,A1CJM9
3812,1,test,P45361
