accession,true_label_count,any_unseen_true_label,all_true_labels_unseen,min_true_label_train_count,B1_ESM2_only_top1_prob,B1_ESM2_only_prob_sum,B1_ESM2_only_entropy,B3_contact_only_top1_prob,B3_contact_only_prob_sum,B3_contact_only_entropy,Fusion_ESM2_contact_top1_prob,Fusion_ESM2_contact_prob_sum,Fusion_ESM2_contact_entropy
Q6GQD5,1,False,False,849,0.5872896,1.1187419,4.355319,0.13071086,0.2547198,1.2636733,0.9415161,1.0489601,0.6761643
Q7ZUK0,1,False,False,849,0.55459476,1.2095702,5.375847,0.1176488,0.42390513,2.4565713,0.89728266,0.9568044,0.6195713
Q9CZW6,1,False,False,849,0.4763347,1.075308,5.074886,0.3204706,0.58926105,1.8158622,0.94402295,1.0325989,0.600222
Q9NTX7,1,False,False,849,0.5189691,1.0488095,4.504052,0.35981512,0.57701665,1.9686143,0.94083136,1.0352547,0.6261554
A2XMN2,1,False,False,15,0.02224283,2.145728,16.690134,0.1226205,0.96402574,5.410534,0.11157677,0.24604811,1.1613462
A4GYZ0,1,False,False,15,0.03472657,2.1967456,16.669485,0.025904745,0.43071103,3.3013537,0.019568624,0.09391369,0.625577
A8XT16,3,False,False,1,0.042213168,2.4807909,18.777905,0.14604145,1.2872555,9.16033,0.07245923,0.28335375,1.271749
B3FWR8,1,False,False,15,0.02981483,1.5445973,12.093238,0.11365804,0.37014008,2.3255382,0.050129008,0.08378951,0.40886542
B5BP46,1,False,False,15,0.036512528,1.6241171,12.284727,0.048452422,0.5881397,4.22226,0.042171687,0.10068594,0.5454851
D2YW48,1,False,False,15,0.023873808,1.9914474,15.942313,0.018601911,0.67664754,5.63756,0.14124985,0.26072007,1.2364752
F4IA73,1,False,False,15,0.03053537,2.7394037,21.030014,0.033506636,0.645489,4.3943405,0.14158306,0.30640507,1.1136205
M1W426,1,False,False,15,0.03449023,2.0500178,15.975014,0.03980233,1.3162594,9.825836,0.040430058,0.09743987,0.57132506
O04437,1,False,False,15,0.034571625,1.2397611,9.412881,0.20321512,3.580377,24.894258,0.06942844,0.16463253,0.7739312
O09131,3,False,False,1,0.057557732,1.5316417,11.960724,0.035586376,1.2589107,9.930563,0.15249066,0.2931009,1.2025392
O15217,1,False,False,15,0.02678808,2.8909454,21.517565,0.042861283,0.38301158,2.835546,0.017711122,0.062225144,0.3723265
O16115,1,False,False,15,0.026954984,3.3428833,25.652357,0.116596125,0.23196883,1.1686102,0.06047864,0.08368675,0.41528183
O16116,1,False,False,15,0.021654898,1.0669932,8.775341,0.12775968,1.484101,10.483001,0.21482843,0.23948444,0.68429434
O18598,1,False,False,15,0.029312879,0.88020337,7.024169,0.01622101,0.24485606,1.8584311,0.079955615,0.16083375,0.7063377
O18879,1,False,False,15,0.029331833,2.2142315,16.409336,0.053598423,0.40453917,2.9465904,0.072675355,0.09352295,0.40581745
O35543,2,False,False,13,0.026959112,1.480778,11.825197,0.028197154,0.8970028,7.108949,0.09703219,0.10798898,0.40971598
O35660,1,False,False,15,0.010457706,0.79015386,6.728739,0.16927268,1.3295739,8.449034,0.065354586,0.09461854,0.44361037
O43123,1,True,True,0,0.012587696,1.2076037,10.113516,0.055705484,1.2207861,8.617786,0.112785935,0.18928374,0.8726748
O43708,2,True,False,0,0.026254246,2.9516783,22.89162,0.1721062,1.3428504,9.175878,0.025854737,0.05862742,0.35010254
O59827,1,False,False,15,0.041531846,1.1862491,8.956232,0.033241186,0.22826125,1.605994,0.13762636,0.21498917,0.80990976
O60760,2,False,False,13,0.031999778,1.5203065,12.154181,0.02564592,0.85912967,6.7675066,0.08073943,0.09627562,0.4047398
O65857,1,False,False,15,0.03326598,1.3988106,10.825646,0.013826727,0.120755814,0.9293661,0.0346378,0.09233741,0.45545176
O73888,2,False,False,13,0.03453266,0.6344488,5.029664,0.033274952,0.64387083,4.798126,0.06270222,0.10464957,0.4905071
O74830,1,False,False,15,0.04040107,1.7675709,13.258319,0.041021574,0.61467904,4.571995,0.038977236,0.096704,0.5168786
O76483,1,False,False,15,0.027859708,1.3337172,10.422138,0.100330174,1.8272563,13.150275,0.039144922,0.0435774,0.20673044
O77462,1,False,False,15,0.06754082,1.4118135,10.364068,0.07118014,0.6436722,4.2800064,0.083471596,0.09770471,0.4049039
O77473,1,False,False,15,0.02756148,1.211927,9.322815,0.08133363,1.1183465,7.8767366,0.007647572,0.009829015,0.06640118
O80662,1,False,False,15,0.018051157,0.7639079,6.028737,0.07732478,2.647109,17.669018,0.017411867,0.038352426,0.25380856
O80852,1,False,False,15,0.074041754,1.0579033,7.508894,0.039450634,0.1425616,1.0308553,0.05982567,0.124855444,0.5922308
O82451,1,False,False,15,0.043984856,1.0887237,8.577772,0.024332898,0.072268456,0.55701745,0.108409055,0.1461154,0.5634871
O86043,1,True,True,0,0.033679064,0.37476352,3.1528258,0.03041627,0.64889765,5.061718,0.043062877,0.10661782,0.593016
P00502,1,False,False,15,0.02962301,2.1011894,15.638224,0.07274661,0.40190902,2.7371278,0.05178876,0.08356262,0.40103287
P04903,1,False,False,15,0.031623345,1.9626564,14.637325,0.03152288,0.36136964,2.5625563,0.051651657,0.08108016,0.38730535
P04904,1,False,False,15,0.020810036,2.6420436,19.793182,0.039801534,0.3457219,2.3866825,0.08397633,0.11367281,0.4754953
P04905,1,False,False,15,0.012637485,1.1707158,9.734617,0.14539582,0.738057,4.386755,0.060569238,0.10197815,0.49449474
P04906,1,False,False,15,0.081551634,1.904801,14.810501,0.05097275,0.57567096,3.8473763,0.07141193,0.08668433,0.37763277
P04907,1,False,False,15,0.044497665,1.0041089,7.8148046,0.042450774,0.24735606,1.89382,0.078023694,0.10811213,0.458021
P08009,1,False,False,15,0.011030932,0.92785627,7.744835,0.23240256,1.3932841,8.48645,0.049980253,0.075193256,0.3782993
P08010,1,False,False,15,0.011314787,0.9428866,7.8410482,0.23693639,1.188362,6.8927336,0.040477786,0.0715674,0.38787517
P08263,1,False,False,15,0.025712932,2.1174438,15.936185,0.075947,0.29518628,1.9907179,0.089891024,0.1066521,0.4221447
P08515,1,False,False,15,0.025498956,1.3960509,10.78171,0.23471282,1.6202242,10.674406,0.13936085,0.1666143,0.5892661
P09210,1,False,False,15,0.028185593,2.315291,17.429781,0.035443928,0.35961926,2.6427016,0.08976447,0.10280261,0.39908317
P09211,1,False,False,15,0.08905626,1.7139952,13.201826,0.06109592,0.5591433,3.62701,0.030768728,0.0480613,0.27009612
P09488,1,False,False,15,0.013023045,0.99624836,8.309261,0.15652663,1.3571885,8.717606,0.0597237,0.09081561,0.4405357
P09792,1,False,False,15,0.011207544,1.4101815,11.72921,0.108232565,0.6384069,3.926697,0.11362169,0.17534043,0.7522377
P0A9D2,1,False,False,15,0.018506806,0.163327,1.3113468,0.12428524,2.2361765,15.701395,0.10527107,0.121591374,0.47210467
P0A9D3,1,False,False,15,0.018506648,0.16332614,1.3113409,0.13354811,2.575466,18.009045,0.11347858,0.12899326,0.48209155
P0ACA7,1,False,False,15,0.033298086,0.52467155,3.8646097,0.028992536,0.11060339,0.869589,0.169824,0.27374035,1.1441907
P0ACA8,1,False,False,15,0.033298086,0.52467155,3.8646097,0.033593852,0.11480118,0.867989,0.17111479,0.27537063,1.1485364
P0ACA9,1,False,False,15,0.033298086,0.52467155,3.8646097,0.033892896,0.11380278,0.8637104,0.17085297,0.27501678,1.1473968
P0CG29,1,False,False,15,0.031646967,0.87342155,6.934414,0.118061066,2.339302,16.196392,0.04532068,0.06088727,0.31286445
P0CG30,1,False,False,15,0.029950852,0.8450575,6.733992,0.16669293,2.094696,13.714119,0.042109307,0.051892914,0.26195848
P10299,1,False,False,15,0.024483496,1.2427676,9.802171,0.061373193,0.46632668,2.610852,0.074177615,0.08796509,0.3713465
P10648,1,False,False,15,0.027708815,1.8906637,14.133583,0.061063256,0.3835461,2.6516461,0.0530459,0.08884187,0.42634413
P10649,1,False,False,15,0.012669477,1.2471365,10.280956,0.14221701,1.0886645,6.5378175,0.06600536,0.10492318,0.49790034
P12653,1,False,False,15,0.050936367,1.2444451,9.816244,0.05898435,0.13578388,0.85333115,0.08370969,0.1273864,0.53928745
P13745,1,False,False,15,0.029199801,1.9608623,14.692882,0.024696039,0.46018654,3.4673958,0.057471078,0.10953433,0.5104094
P14942,1,False,False,15,0.027642466,3.3481188,24.310852,0.028523527,0.31356192,2.4370856,0.08852329,0.10090344,0.3958329
P15214,1,False,False,15,0.011547414,0.1678313,1.3614883,0.062257394,1.7286108,12.405088,0.014200303,0.03791277,0.24354286
P15626,1,False,False,15,0.014111127,0.82828104,6.9008923,0.2299978,1.1932211,6.745562,0.03635378,0.06642332,0.36368382
P15964,1,False,False,15,0.016901197,1.1043942,8.830851,0.21774308,1.9648731,13.315666,0.12291228,0.17972335,0.6880913
P16413,1,False,False,15,0.033912074,1.7812341,13.716158,0.17406671,1.1165761,6.9336762,0.053735662,0.07387555,0.35911644
P19157,1,False,False,15,0.08565164,2.2199314,16.883015,0.04239306,0.5626312,3.7645407,0.07945556,0.098399796,0.42194796
P19639,1,False,False,15,0.016364267,0.8969114,7.3276625,0.15558442,1.291656,7.9739795,0.05090915,0.084689304,0.41785327
P20135,1,False,False,15,0.017100012,1.4720843,12.046675,0.16728638,13.00522,78.585526,0.37181994,0.40852994,0.9508976
P20136,1,False,False,15,0.0071754977,0.6820401,5.8947015,0.18526064,0.87796146,5.082878,0.09242161,0.12444195,0.5134929
P20432,2,True,False,0,0.085015826,1.1721684,8.125533,0.08559161,0.5575828,3.7371833,0.018096328,0.046750918,0.26025707
P21161,1,True,True,0,0.040291756,2.1402864,15.7292385,0.12244588,4.1087656,27.347038,0.008767563,0.034446288,0.25356212
P21266,1,False,False,15,0.018281318,1.1202501,9.0506,0.17646319,1.6636934,11.581394,0.077988006,0.107072875,0.4660105
P24472,1,False,False,15,0.030149302,2.4591699,18.17732,0.038404487,0.34607238,2.4598184,0.08880838,0.10776794,0.43170738
P25317,1,False,False,15,0.013932536,3.6637554,27.927862,0.09576415,0.43197638,2.8010373,0.17711158,0.25442702,0.8989688
P26624,1,False,False,15,0.055943847,1.7224824,13.798548,0.17675494,0.41308874,1.9828262,0.006899357,0.022757336,0.15726799
P26697,1,False,False,15,0.02763916,2.7158003,20.097332,0.12021852,0.4623054,2.773336,0.044513226,0.07317953,0.3747844
P28161,1,False,False,15,0.011901754,1.0532266,8.765054,0.23896216,1.5765829,9.611837,0.04739214,0.073240936,0.37349567
P28338,1,False,False,15,0.030253008,1.3548565,10.604773,0.039183576,0.19940202,1.4336102,0.018248873,0.034059983,0.19656923
P28342,1,False,False,15,0.05308531,3.0027628,23.202427,0.04350224,7.7298026,52.78679,0.0444005,0.092730656,0.54107845
P28801,1,False,False,15,0.109473616,2.1937716,16.439886,0.039280757,0.5862986,3.97102,0.05700487,0.079779595,0.38422596
P30102,1,False,False,15,0.02162925,1.199041,9.712324,0.1706249,1.125987,6.53633,0.09644698,0.21265994,0.7770011
P30104,2,True,False,0,0.06434279,1.1505558,8.15761,0.06008753,0.3393178,2.2933748,0.08189712,0.13199922,0.56412184
P30106,2,True,False,0,0.087271996,0.99837554,6.794667,0.0600642,0.38019007,2.6251106,0.079592176,0.13072337,0.5642444
P30107,2,True,False,0,0.028068433,0.7599103,5.4770017,0.16245241,0.70186555,3.8340552,0.066946745,0.3422144,1.8202149
P30108,1,False,False,15,0.07779853,1.0483918,7.232953,0.05460289,0.34409672,2.368444,0.086185805,0.14000732,0.5945585
P30109,1,False,False,15,0.036945447,1.131649,9.036045,0.013402373,0.24585953,1.9944038,0.093343906,0.22571832,1.0033846
P30110,1,False,False,15,0.035657067,1.9498384,14.905555,0.03355882,0.5411352,4.0241995,0.08151966,0.14153494,0.646737
P30111,1,False,False,15,0.037374258,2.0485055,15.90127,0.11150662,0.47824457,2.3056846,0.14411058,0.17170542,0.63530934
P30112,1,False,False,15,0.022366688,0.70256436,5.754114,0.068680935,0.8792848,6.591415,0.13279201,0.18962675,0.6928746
P30113,1,False,False,15,0.008245037,1.6064222,13.222469,0.08510899,0.63820326,4.118108,0.06612024,0.13046727,0.6274815
P30114,1,False,False,15,0.009465552,1.6094834,13.2011,0.124565415,0.68845296,4.1448193,0.09369915,0.14433718,0.6312358
P30115,1,False,False,15,0.03165455,1.8205377,13.598634,0.048225004,0.39734656,2.8222191,0.11440179,0.15856494,0.6161818
P30116,1,False,False,15,0.009093947,0.76818585,6.5273447,0.22503914,1.181281,6.6808176,0.047599915,0.07645708,0.3939681
P30568,1,False,False,15,0.1443528,2.3762424,17.761292,0.123198755,1.3526375,8.643638,0.16372365,0.19900289,0.69275016
P30711,1,False,False,15,0.016863512,0.5632634,4.8287888,0.10870579,0.6054876,3.6435351,0.036531344,0.0496425,0.25016922
P30713,1,False,False,15,0.03183623,0.88761616,6.8809357,0.12734355,2.1728792,14.615112,0.050401736,0.057534788,0.26317197
P31670,1,False,False,15,0.014494173,0.7545569,6.355201,0.050684456,0.64784837,4.914496,0.11104994,0.14369252,0.57783496
P31671,1,False,False,15,0.020013588,0.6547468,5.484605,0.09629363,0.87208366,6.004765,0.14119317,0.1756592,0.6183395
P32110,1,False,False,15,0.04952736,1.1997656,9.126817,0.038114574,0.24445364,1.676333,0.057237875,0.13742091,0.6035051
P32111,1,False,False,15,0.030390764,0.80261356,6.2789807,0.04487596,0.27605638,1.769084,0.02797105,0.059310827,0.31918767
P34277,3,False,False,1,0.06173432,2.1707978,16.766453,0.20526169,0.8042704,5.1389318,0.06674657,0.2169948,1.0338616
P34345,3,False,False,1,0.033224914,1.7103027,13.412198,0.10518677,0.98360807,6.9200974,0.13219504,0.41324896,1.7209585
P35661,1,False,False,15,0.040141653,1.5803251,12.844159,0.056740116,0.50010073,3.118842,0.19567625,0.2352778,0.781207
P40582,1,False,False,15,0.02034608,1.3329113,10.973169,0.056886543,0.73890185,4.8473835,0.022173947,0.09358318,0.5524406
P41043,1,False,False,15,0.072000615,0.31866077,2.3772726,0.06468297,1.031502,7.1077538,0.29300508,0.33294326,0.7947417
P42760,1,False,False,15,0.027627863,0.9260645,7.438243,0.018596279,0.21058652,1.5721424,0.16142732,0.343701,1.1607872
P42761,1,False,False,15,0.080120474,0.8365893,5.844271,0.022265648,0.10156246,0.810687,0.1316039,0.24101646,0.8915092
P42769,1,False,False,15,0.032295864,1.3464439,10.512872,0.0680345,0.2590298,1.7311355,0.034787323,0.106636964,0.5205844
P42860,1,False,False,15,0.024475036,1.3394499,10.576477,0.025319127,0.2832062,2.1315699,0.02525445,0.043913927,0.24168631
P43387,1,True,True,0,0.034203134,1.4718673,10.820343,0.10607072,5.1291876,33.058258,0.039667573,0.11091931,0.6453759
P44521,1,False,False,15,0.08175015,0.676655,4.4301057,0.021082362,0.220638,1.6425527,0.026075007,0.10209681,0.6474708
P45875,1,False,False,15,0.0549663,0.42994955,2.9000769,0.20595418,0.43726814,1.9791238,0.0054043024,0.030037044,0.23754138
P46088,1,False,False,15,0.022344163,1.2329042,10.040806,0.048789877,0.55751663,4.1175914,0.14264505,0.17607045,0.6440238
P46409,1,False,False,15,0.01212402,0.9273811,7.8337193,0.22354843,1.1019973,6.167425,0.0430216,0.07533534,0.39995527
P46417,1,False,False,15,0.014737518,1.927258,15.431143,0.05373642,0.532431,3.6184652,0.13190886,0.29603916,1.0838895
P46418,1,False,False,15,0.022494497,2.5704002,19.254122,0.040780704,0.413873,2.9534447,0.110072255,0.1419607,0.5454658
P46419,1,False,False,15,0.016018102,0.98792326,8.217111,0.07889679,2.6178193,18.105362,0.08413788,0.10296634,0.42604864
P46420,1,False,False,15,0.033803526,1.5695343,12.354959,0.026555432,0.29755276,2.3595757,0.09288039,0.2468129,1.0860983
P46421,1,False,False,15,0.025018161,2.2069237,17.115557,0.04749838,0.595967,3.760541,0.13523701,0.1803766,0.65949875
P46422,1,False,False,15,0.026141694,1.103287,8.815424,0.010524801,0.34004155,2.8420916,0.17949681,0.28075236,0.96133286
P46423,1,False,False,15,0.048693072,1.3078891,10.322878,0.048362184,0.29598513,2.1494527,0.064292,0.15008998,0.67690146
P46424,1,False,False,15,0.059350718,1.951155,15.383362,0.07308538,0.6049489,4.0550237,0.089976884,0.1027988,0.40716475
P46425,1,False,False,15,0.0789324,2.7324886,20.629532,0.057080775,0.57734156,3.507042,0.060495198,0.073448464,0.33309722
P46426,1,False,False,15,0.01805687,2.177934,16.729454,0.10394346,0.5647008,3.5447173,0.12228922,0.13041636,0.4429075
P46427,1,False,False,15,0.019057924,2.0990489,16.24878,0.10126605,0.6545543,3.9357743,0.08709622,0.09769827,0.3885593
P46428,1,False,False,15,0.022114066,1.2862735,10.621117,0.07725051,0.27375802,1.7634336,0.10276427,0.1692629,0.6970682
P46429,1,False,False,15,0.022500724,1.4791372,12.061741,0.07976461,1.0457152,7.446144,0.13665338,0.14921564,0.49840334
P46430,1,False,False,15,0.049401,0.92290294,7.1627975,0.03649713,1.1448593,8.35929,0.035730332,0.039660253,0.18913494
P46431,1,False,False,15,0.033004843,3.3750696,25.526909,0.033165894,0.6114403,4.400299,0.022840768,0.025276877,0.13227467
P46432,1,False,False,15,0.03485781,3.401257,25.692997,0.031614985,0.520628,3.6894922,0.02136892,0.023509998,0.124329135
P46433,1,False,False,15,0.06556034,2.6260662,20.140999,0.055560242,0.7045438,5.255479,0.019738307,0.025867982,0.14576943
P46434,1,False,False,15,0.07453072,3.6307874,27.230324,0.12626117,0.96903825,7.0056515,0.015074831,0.05489459,0.35314918
P46436,1,False,False,15,0.034473684,0.98633194,7.942786,0.05281809,0.6590164,5.1003175,0.15761623,0.18036048,0.59142864
P46437,1,False,False,15,0.08183626,0.3278658,2.316595,0.046514556,0.81559134,6.015251,0.2314033,0.26349223,0.70511866
P46439,1,False,False,15,0.015006464,0.997682,8.156397,0.1539473,1.3419743,8.400089,0.04898588,0.088589765,0.4554819
P46440,1,False,False,15,0.032467663,1.2649221,10.198799,0.031794567,0.31862125,2.4952497,0.12444957,0.25467458,1.0760673
P47954,1,False,False,15,0.0772078,1.8967526,14.806146,0.049150184,0.55937624,3.7028356,0.090172745,0.103337005,0.40784606
P48774,1,False,False,15,0.021509252,1.1474137,9.314522,0.18377107,0.90708256,5.434533,0.041441377,0.058780786,0.3116699
P49332,1,False,False,15,0.027784849,2.3582935,18.081451,0.03590731,0.40278524,2.747511,0.13250776,0.2532936,0.9628594
P50471,1,False,False,15,0.015407425,3.0511606,23.542677,0.07973304,0.67427635,4.7063427,0.11260444,0.15940867,0.645824
P50472,1,False,False,15,0.06623579,1.722153,12.307575,0.08286687,0.44073033,2.626217,0.024545109,0.094488956,0.6767541
P51781,1,False,False,15,0.02843195,2.0690405,15.442167,0.047703654,0.36359614,2.4206786,0.08402684,0.11044487,0.458911
P56598,1,False,False,15,0.030330263,1.3192627,10.463731,0.04971582,1.1669734,8.383583,0.08791393,0.12864728,0.55631447
P57108,1,False,False,15,0.021522505,1.6592562,13.238942,0.07060718,4.4593043,32.27164,0.012145708,0.038339574,0.24324246
P57109,1,True,True,0,0.10460653,0.45245945,2.7865763,0.025001654,2.5438876,19.24356,0.014871247,0.08200214,0.53410006
P57113,2,True,False,0,0.025219189,2.4364326,19.176533,0.056770653,1.6175737,12.203483,0.038468216,0.07233778,0.39342743
P67804,2,True,False,0,0.031138942,0.6985787,4.978125,0.16245241,0.70186555,3.8340552,0.063532695,0.29238957,1.5450864
P67805,2,True,False,0,0.077556424,1.0502238,7.2610493,0.055143505,0.33718032,2.2819061,0.07578203,0.12567079,0.5495622
P77544,1,False,False,15,0.069041364,1.482334,11.125366,0.017947355,0.2537574,1.9171091,0.06236018,0.23341359,1.4320936
P78417,3,False,False,1,0.03086028,1.3295248,10.466339,0.0850692,1.6912742,11.622073,0.119187616,0.22129107,0.94593686
P80031,1,False,False,15,0.06466624,1.256863,10.146623,0.05188823,0.3763449,2.294072,0.041306734,0.07233048,0.36084908
P80894,1,False,False,15,0.024711056,3.1359205,23.365278,0.03388234,0.31718606,2.2826838,0.10958459,0.1465971,0.59529614
P81065,1,False,False,15,0.06361023,0.47658992,3.1473482,0.041638367,0.64331114,5.0589714,0.022957504,0.05799368,0.3784924
P81706,1,False,False,15,0.034279857,4.1145487,29.663057,0.043272067,0.2568728,1.7201025,0.050745606,0.065779775,0.3243423
P81942,1,False,False,15,0.060934197,2.0569916,16.096083,0.030379435,0.40706936,2.64659,0.13131684,0.18228649,0.72342074
P82998,1,False,False,15,0.037938755,1.1228068,8.175692,0.029537274,0.18579161,1.2662321,0.041095328,0.20387134,1.3071487
P83325,1,False,False,15,0.041477527,2.748919,20.725174,0.027647078,0.716259,5.4219184,0.13362728,0.14921239,0.51572907
P91252,1,False,False,15,0.023845196,1.2386159,9.869231,0.06689959,1.2599425,9.182243,0.08226224,0.11209399,0.4964425
P91253,1,False,False,15,0.061885167,0.85613424,6.343119,0.09634494,0.61277324,3.9349136,0.03090349,0.04943888,0.26254994
P91254,1,False,False,15,0.056569297,1.225979,9.4116125,0.14631595,1.1858841,7.4002886,0.06037943,0.07439029,0.32958442
Q00285,1,False,False,15,0.015222155,1.1937112,9.884301,0.22320904,0.7272368,3.89876,0.08464285,0.12717456,0.56163716
Q01579,1,False,False,15,0.011303872,0.46958846,4.076352,0.1469504,0.9016831,5.199149,0.08646581,0.09738432,0.38019755
Q03013,1,False,False,15,0.01570757,1.0240923,8.333382,0.23138611,1.3269551,7.651903,0.051396728,0.07582898,0.37730557
Q03662,1,False,False,15,0.020039635,0.6821567,5.623842,0.124377094,0.4905626,2.417043,0.035074167,0.08500578,0.44589892
Q03663,1,False,False,15,0.024033828,0.6578723,5.2522,0.11904103,0.5047372,2.5741773,0.031924818,0.09236805,0.455231
Q03664,1,False,False,15,0.020425785,0.6885374,5.504331,0.11014763,0.46457967,2.2885294,0.029726828,0.081101246,0.41343015
Q03666,1,False,False,15,0.026397653,2.4413166,18.76104,0.048944857,0.4569798,3.0617485,0.10876884,0.23991057,0.94161737
Q04522,1,False,False,15,0.028365979,0.6296119,4.9855194,0.006252859,0.16650277,1.5120165,0.10871619,0.25677007,1.0197883
Q06398,1,False,False,15,0.025667736,1.9059485,14.672329,0.04433189,0.60554075,4.456026,0.057581346,0.20079127,0.93663704
Q08392,1,False,False,15,0.022401942,2.8631687,21.379965,0.044369344,0.44130948,3.0089998,0.116984256,0.12968388,0.45936584
Q08393,1,False,False,15,0.024710061,2.3816996,17.602741,0.035700038,0.29756832,2.0863123,0.09192538,0.11955318,0.49535993
Q08862,1,False,False,15,0.028759897,1.949744,14.638824,0.06693417,0.40674442,2.5610952,0.09999307,0.12084811,0.4684418
Q08863,1,False,False,15,0.028791586,2.695999,19.969505,0.032761034,0.39840227,2.9652333,0.07718008,0.10435132,0.44937336
Q09596,1,False,False,15,0.05122934,0.781521,5.721185,0.04650334,0.9246384,6.7725105,0.04165985,0.07380768,0.3834888
Q09607,1,False,False,15,0.020564383,1.9575046,15.737736,0.021903092,0.48858747,4.067236,0.17647803,0.1960871,0.6131875
Q0ZS46,1,False,False,15,0.03125832,2.2803855,18.01794,0.035417363,0.5313214,3.834211,0.053024318,0.089085564,0.45582652
Q10CE7,1,False,False,15,0.02251353,2.0886462,16.281452,0.090978175,1.2271641,7.651409,0.092221,0.20159094,1.018286
Q12390,1,False,False,15,0.017432673,2.6880517,20.736628,0.036198568,1.146904,8.392475,0.021147162,0.17279887,1.2267988
Q16772,1,False,False,15,0.025647925,2.1968725,16.410727,0.035420988,0.28552628,2.1000764,0.101067714,0.12113374,0.46346393
Q18938,1,True,True,0,0.06894781,1.589123,11.683378,0.025429187,1.1526644,9.355511,0.025984293,0.07280017,0.42651936
Q21355,1,False,False,15,0.027499037,1.4837332,11.831719,0.1158042,1.3650545,9.7228565,0.12581447,0.14034359,0.49120843
Q21743,1,False,False,15,0.029433528,1.4033517,11.23517,0.20426415,1.1445978,6.3382134,0.15918829,0.17354715,0.5553733
Q28035,1,False,False,15,0.02399964,1.7017184,12.891195,0.07135197,0.3222863,2.16155,0.04400755,0.05994222,0.29149514
Q28514,1,False,False,15,0.09520489,1.7005041,12.98488,0.047584143,0.58899117,3.9379241,0.039355997,0.05665427,0.2998806
Q2NL00,1,False,False,15,0.02319247,0.4036414,3.375796,0.13739891,0.6933436,4.0473037,0.041088145,0.05288155,0.2548183
Q2UPB2,1,False,False,15,0.042809445,4.4389644,32.770546,0.12998879,0.88160443,6.1310635,0.057316188,0.11511049,0.6280962
Q4V8E6,1,False,False,15,0.04528344,0.6970077,5.8109603,0.106496684,1.0549424,6.3947964,0.23374598,0.2560307,0.7368423
Q54QV7,1,False,False,15,0.031314664,2.4930453,18.628698,0.15058373,0.96493876,6.287934,0.17495276,0.21194087,0.7262422
Q54VI4,1,False,False,15,0.018742729,2.0970392,16.28658,0.07981594,0.28728986,1.7449003,0.11767154,0.20313013,0.910978
Q54YN2,1,True,True,0,0.024489349,2.0977292,16.634426,0.039481957,2.5809534,18.501202,0.0520985,0.11718106,0.6274052
Q556G3,1,False,False,15,0.025253238,1.0448818,8.325592,0.10524226,0.46701348,3.180689,0.20010205,0.25258252,0.7967642
Q55FF3,1,False,False,15,0.023118459,1.8767358,14.298616,0.053936705,0.5630907,4.070996,0.071938045,0.105948746,0.4950575
Q5E9G0,1,False,False,15,0.024952123,2.7264676,20.413431,0.019139579,0.26797068,2.0531456,0.022518227,0.048000388,0.2924557
Q5R8E8,1,False,False,15,0.013388057,1.179565,9.86875,0.18759279,1.8688666,12.404151,0.080307856,0.100246474,0.42585957
Q5R8R5,1,False,False,15,0.093040675,1.6932396,13.037064,0.05699371,0.6025786,4.010354,0.040970657,0.058689952,0.30665562
Q60550,1,False,False,15,0.08858284,1.9571455,15.131042,0.053009357,0.5890826,3.8731098,0.09795082,0.10968123,0.41802529
Q61133,1,False,False,15,0.033999145,0.86599696,6.6064024,0.11073051,2.449366,16.343582,0.04652835,0.056196347,0.27022737
Q64471,1,False,False,15,0.0189816,0.45471933,3.8114476,0.10956123,0.64580697,3.895831,0.072034664,0.08220549,0.34079412
Q65XA0,2,False,False,4,0.026665444,1.3171152,10.299596,0.059250813,0.3211787,2.067761,0.045454953,0.11035162,0.49682936
Q67UK9,2,False,False,4,0.03831778,1.3752701,10.463694,0.044187248,0.9650066,6.7430887,0.098714806,0.2529099,1.0527442
Q6AXV9,3,False,False,1,0.024466908,1.9435203,15.165804,0.023585463,0.6714129,5.2197976,0.06448494,0.19412005,1.0310279
Q6AXY0,1,False,False,15,0.023245255,2.8586159,21.57537,0.02506195,0.3008606,2.256513,0.061387304,0.084409125,0.3900348
Q6NLB0,1,False,False,15,0.06332392,1.7905045,13.385382,0.046114355,3.1174974,22.286366,0.07805735,0.12500785,0.5712595
Q6NMS0,1,False,False,15,0.05217172,6.492956,46.59248,0.053506035,3.747869,25.077423,0.01692792,0.11866885,0.7869286
Q6Q882,1,False,False,15,0.038120706,2.145843,16.250265,0.10262715,0.64885527,4.2828684,0.03007549,0.0904589,0.5228834
Q6R4B4,1,False,False,15,0.04884386,2.542735,18.781883,0.058395803,0.50580806,3.4071748,0.0546651,0.16989017,0.9816352
Q7JYX0,1,False,False,15,0.02149994,1.4298655,11.468244,0.057861168,0.28409815,1.7409705,0.09401524,0.10323317,0.39060158
Q7REH6,1,False,False,15,0.080181226,4.877291,35.79545,0.10349961,0.8456451,5.2678185,0.030361442,0.041311212,0.22797486
Q7RTV2,1,False,False,15,0.028290654,2.1670153,16.359482,0.03324065,0.32043087,2.3929243,0.076754056,0.09580234,0.40241385
Q80W21,1,False,False,15,0.011625382,0.9526509,7.8935413,0.21777804,1.2715893,7.7603292,0.043073922,0.07561229,0.40131137
Q84TK0,1,False,False,15,0.042751107,2.9283214,22.364513,0.14940906,0.80289906,5.3120847,0.03751028,0.1905773,1.0922713
